user_id,category,real_preference,total_tweets,real_tweets,fake_tweets,tweet_ids
user_6015,light,0.13544851635962796,9,1,8,1055678668532604928	914969496623906816	1060990265606004736	1037059040797282304	684804824844603392	1030213006246981632	1035346434198040577	962903290248941568	1024056717326221313
user_6016,light,0.95,3,2,1,869345141018038272	990413369374060544	1037028035474542592
user_6017,moderate,0.05,17,0,17,847914588616007680	709497268160831491	857821568092786689	991950566929649664	1020202669443506176	898903360966987776	970008273188507648	1017031159455158274	949796790022402048	1018681450432954368	511602873310797824	865322497864085505	1061146892187381760	1037608676587171840	1014061750176616449	913529163918839808	1034515506726928385
user_6018,light,0.7397168831644754,8,5,3,885132304087175168	974636674121527296	1037341310804549633	1055193087339884544	922904501555736577	1012400290019053570	925265207588524033	866694016267460609
user_6019,light,0.29537752678602613,6,1,5,179581773016072194	619250594650423296	991684192470732801	975056786913771520	665719036018315264	1023680300633796608
user_6020,moderate,0.788446324708254,11,8,3,1074085017595260928	1007953381367873537	1024259642342481924	871833931531857921	864822594872238080	1012034865385103360	1022318966608252928	904961620258017280	900032301182181377	591718475355258880	866812962551484416
user_6021,light,0.05,8,0,8,1034821008216268800	1003837580671180801	873913534064844801	673158109905465344	1047477322499207169	561594571940188160	1051282399265468416	1036608171807318016
user_6022,light,0.9097465031371682,9,8,1,1003611828969246721	868407188481597440	875993939848962048	859258964395143168	901965090605457408	960224480575524865	1022643746570035200	1062580381713604609	841633400448528385
user_6023,moderate,0.8683223010013992,18,15,3,972635361506725888	1003532611719974912	1023558028866416640	885966988220256257	1023310009201975296	1002084855256178688	1013478050825056258	906184669472841729	986672456185327616	909859197487128576	1001626639158083584	909488866687684608	969258630506799104	1005081141546831872	1073916114214707200	913547424236310528	505192370531737600	201234467514363904
user_6024,light,0.07430613830054153,6,0,6,1003710312380592129	1024059154997145600	795754790278008836	1000921801717764098	1057149741291704320	1050182341925228544
user_6025,light,0.11323105229739011,5,0,5,1047707894161059841	1046516221003419648	1013446595835236352	884204385286463488	902764249965092866
user_6026,light,0.20426349078702405,8,1,7,851152853674721280	1036719894132215808	1073372433212674048	847083003264352256	1036193395297927168	1036928885256908800	1002758596768120832	834636431515598848
user_6027,moderate,0.15042794598705872,11,1,10,929350339916173313	1045334884313694208	1061431335913484289	1045776430003556354	359217593917243392	1055881394885251077	527698448485986304	753319143500316672	954035808167714818	1048709541393829889	1020906237028896768
user_6028,light,0.16452160528507842,1,0,1,747383994480754688
user_6029,light,0.10583119605362333,1,0,1,873103906879922177
user_6030,light,0.3190086453672544,4,1,3,857715777885003776	1034532877768314880	1032581048834482177	1035617531619356672
user_6031,light,0.8830563243516548,1,0,1,806962083292024832
user_6032,light,0.8773064309087912,5,4,1,1016833449578172421	974091402782171136	989555334460133376	1020516085819375618	1019560477892882432
user_6033,light,0.8297838582785796,10,8,2,774274279076540416	981596546461442048	924820117283885057	864126687725760512	1022249921389445120	974434718065205248	938927256704991232	924363242780098562	1026284271399526400	901088062435930112
user_6034,light,0.8606693306848359,3,2,1,934144623005462528	1061470708948176896	882787715565015040
user_6035,light,0.11399424999788006,1,0,1,956538715077099520
user_6036,light,0.6,7,4,3,999369788324499456	960920625975037952	862745641457405953	1002186778063900679	1041440324919418885	1036779712637558784	963874294316064770
user_6037,moderate,0.7809844664310651,11,8,3,982842343094136833	859259012998717440	861905193717436418	922174514288562176	944267717145780225	958733610814726144	982634384695144448	856895595885207552	1003968936835239936	1036720589141159936	973132540822265861
user_6038,light,0.95,1,0,1,1049462256424050688
user_6039,moderate,0.3568888311013625,11,3,8,1019553405310676992	853308576378503168	966154795022209026	973660373445472256	700748658099277827	1045649454337003520	1036673596989399043	1046812661281906688	1012219939456016384	840632895907717121	978726647053586432
user_6040,moderate,0.8216591670769452,11,9,2,894617535760519168	1021266937072926721	1021095754310520832	1015314771707596801	968122200913039361	1071037182599680000	558507444624568321	951081824469561345	858799704586412032	806913166215151616	1028088388421705728
user_6041,moderate,0.2570929485682853,11,2,9,923226186200862720	998380194254786561	544220741634256896	1019212243458650119	1036254912479416320	550834247456399361	174135275847561216	876531228676993024	1034013698359214080	1022814131475361792	787724647303217154
user_6042,moderate,0.08768228487075776,12,1,11,909582991252492290	1036610864965722112	1060063455842066432	963862103978164224	629976760998719488	789598879515750401	937073063392370689	941202948272431104	998096335747407873	657687705267007488	953170739011641345	871277706859528192
user_6043,moderate,0.14337715426661388,17,2,15,993888640391700482	1000468485808558081	1036208612241096704	970394460067696640	723546539889565696	826819520383827969	1033464543874183168	494221837216518144	1020374308395409413	1032623012091179008	872155990409461760	1019771071552139264	938459082410913793	1034158368603205633	896781418386378752	971187051889643523	1032357574128136193
user_6044,light,0.2122961243045302,5,1,4,883421408893829121	755249835402469376	751410541923405824	975773601201766400	804249312494571522
user_6045,light,0.08513941525808524,8,0,8,820153849218535424	1036008669249449985	1035727461437325314	1037440553351344129	474756870394355712	883253669877211136	886178577544335360	644306259865432065
user_6046,light,0.8773081387193853,5,4,1,897551018245799936	938591668206493696	737746270777921536	893689693300281344	1036418357111808000
user_6047,light,0.3492562180550377,7,2,5,930575116563496960	882792708598792194	230655314746302465	836093806701314049	1050315320131510272	994951118554914816	1056921982476959744
user_6048,moderate,0.724889645051086,14,10,4,968195389101920256	971928694041272321	1020300136050757632	877640808744144896	928542804296585216	977301074548838400	892473225132875777	1049557358152581121	890535202384216064	932075813570273280	1036264606489038850	96259548574257152	1035942044911525889	506372179827900416
user_6049,light,0.8579241191768241,1,0,1,986867720187727872
user_6050,light,0.05,3,0,3,1035874919198941184	1053655124311228416	1019559622502256645
user_6051,moderate,0.95,13,12,1,1073799766708908032	1017787183250493440	960526041356775425	986227476295831554	1021259490744651776	1005961255645876224	866951295906836480	1011278120865824769	910316252454932481	854354316571881473	1024508228405735424	996938214610030592	874131275803533312
user_6052,moderate,0.9243658160257285,11,10,1,426093799236833280	1010123195259682817	991369916707102721	892580248495181824	919464253274411008	1026831395799396353	1020340967478472704	874058969831964672	887153029459431425	953081636568076288	1036524600597860352
user_6053,light,0.10141984538428164,5,0,5,939996349843550208	789156929994051584	900035786925633537	1036440775666622464	893257222410694656
user_6054,moderate,0.9243326711716214,11,10,1,1019056388855812098	1055117737213726720	920046212568330240	993751826636857344	974091214021644288	852270667630235648	967682823191605248	688962263126966272	848353643426459648	985776637961818113	528061221375717376
user_6055,light,0.1154014637795474,9,1,8,1056656794649534466	856957919446925313	517004487102181376	848975664912908288	996129094407356417	818190324774236160	1036889156696322049	887650254316765185	1014524951620009984
user_6056,moderate,0.4,14,5,9,1005186255326498816	857072736752943106	925433702104084480	934128300011786241	866023244905590784	918025721146114048	867355616179834880	136124581298700288	1029833730871975938	642347949566111744	1030013472313159681	1037415880131522561	811783715156348929	956202060319547393
user_6057,light,0.1565255358531802,7,1,6,993695036708655104	289792521704443904	699371520385224704	935961752440844288	902604882745507840	1046075557404979200	369342992500269056
user_6058,moderate,0.3957915580786294,11,4,7,1019750194919985161	1068201920169459719	1020281707973443587	993945763787849728	471332189112909825	667368405092077568	940803832019345409	1035688296519794688	1071129986248179712	835055686392348672	965355194145009666
user_6059,moderate,0.679594342034399,19,12,7,1015773945646276608	955481018517123072	944756070429405184	900713275377283073	998512039965347840	1022109905543745542	1021141864437755904	887402573627576321	1020928570435125248	1060520412872814592	863448136290885632	996797241447809026	763161330102571008	615743598236143616	1035227263040663554	999945204705751041	1054151092869619712	1036834706354892801	851471309712183296
user_6060,light,0.915597091610214,10,9,1,878129365275377664	970810575453290502	918223053145944070	979425122217070592	1002844500115509249	1021162288512987136	893887387159474176	900897519357620226	968196986548772864	893597726763433985
user_6061,light,0.7563072351519138,7,5,2,1010919681446866944	938063002342952961	934948734810632192	1015243043463749632	985333889303330816	929242391042842624	1060634573560782849
user_6062,moderate,0.9017144363876413,11,9,2,979785242566311936	810871709494640641	1022888760143503360	1014748482064846848	853388072419041281	962703926188494848	1054736991361748992	857691891889954816	534967529441996800	1021390151249944576	245968332149362690
user_6063,light,0.3411037049644759,5,1,4,1002939622656282625	549979501040369664	1044868820555485184	1037159874591895552	804252820551634945
user_6064,moderate,0.16529837205151426,18,2,16,991688644007268352	1021044842367979520	1020900226427629568	1056846106292826113	854415909087313920	1036665387528724480	1036692105626902531	821115888531279872	1027269143664500738	895443092068872193	872682644156416000	1060926673963503616	822895439771004930	1036290668979609601	684932222437036033	920137071481700353	1018567704209510400	1019189487342116864
user_6065,light,0.7183580045843145,8,5,3,1069748275509714944	1000180119821004800	854700493922123776	935661140972945408	1068587971224444928	834886175705956355	646368820580384768	1060258436703764480
user_6066,light,0.95,6,5,1,863264794387726337	867309269263278080	861407627397308416	961649959547252736	978336001386041344	1053365324307972096
user_6067,light,0.21678813617226766,3,0,3,912331745357418496	1060957179136667648	882023976389816320
user_6068,moderate,0.1495390528763348,11,1,10,972106815034019843	1020897957607084033	945271393628934145	834845067269505026	673604097526878208	598290339644878849	991211080780271616	1032606249337212928	1020854761493417985	741485981816086528	804016824962650112
user_6069,moderate,0.6725260008697072,11,7,4,922517026530144256	980516667678691328	918703162340524033	966884162727628800	910132861327613952	878095537135865856	1004868534420193280	1043561585245995008	823202959710371842	930220183444127747	859842475518816256
user_6070,light,0.8515694447513302,5,4,1,926485966474436608	915054882985562112	957847253938446343	954644228377739264	866400653240811520
user_6071,light,0.22094191382584905,10,2,8,1021196335272247296	985465660644864002	834314346494730241	1055437771077226496	830241444438876164	929676551821676544	880966843728621568	440052108726128640	1029429890603515907	1056957635226820609
user_6072,light,0.2477524160763662,1,0,1,1015939739063652352
user_6073,light,0.18497480466848468,8,1,7,1002183261320286209	930977562397958144	907623657727565824	809947071352602624	1031926307846873089	1037425121844252673	729750353093271554	819801357859176448
user_6074,light,0.09944383238631001,9,0,9,1034527434090205186	1036963254243799043	1036761527859040257	1020866130100015104	854293852357840896	918673646398435328	1020859624226877440	888582790094225412	1035193541906112512
user_6075,moderate,0.2021374275963368,15,3,12,922945652404998144	875820942689271808	977319205367439362	1037034336141357056	908318485352239106	1036770352268042240	1036772294725644288	1036430379358466049	1031180499979526144	953951749152366592	848777481700208641	1037693614724272128	1060478340166049792	971266604653826048	1047785536763584517
user_6076,light,0.16387334962918051,3,0,3,446109550811164672	936284971312009223	1036873282455265282
user_6077,light,0.07230794399376725,1,0,1,914830458919190529
user_6078,light,0.8940511299448922,3,2,1,990609371544473600	1007286148685881344	1056649476780294150
user_6079,light,0.21757661992365646,1,0,1,1051742343928238080
user_6080,moderate,0.2766730082686553,13,3,10,956194993164701696	1013952483121664001	993596536863969280	1034519676339060736	1020844725232984064	796637725080297472	1050617782067318784	969761698210111488	958727190195195904	1035516842599702529	1020394592506646528	273787525095649280	1037170817912717313
user_6081,moderate,0.6581585565543497,14,9,5,916286991226023938	932485986021453824	119519346124005377	969683560775925760	864612437907054593	1014813578224947200	985211152375402496	947422392896380928	974548619956142081	1055912162391076864	938111114847670273	586376958138646528	1036919305454137344	740396742533873666
user_6082,light,0.738968442974465,9,6,3,950459162584141826	1017051097100439554	893605019261337601	886527814387851264	1020303334849179649	953024160648843264	1051452640469618688	996075574912339968	1050611161517809664
user_6083,moderate,0.6629618081757549,12,7,5,1013452812041191426	587817065769074688	962777041840951296	948086794104590337	876279631405608961	850054749663764480	897593990509408257	965478833746071554	900651206334226435	1037433486607568898	1052728667820965888	908356355064569856
user_6084,light,0.3581340579117961,8,2,6,624576694557536257	861939415916187648	1047348685904859136	1022576022770802688	908895609762885632	1055524577378492421	940628880863514624	1001998954295422976
user_6085,light,0.20199387686462453,7,1,6,879165744512159745	783202888927416320	839637465027727360	991724383210123265	980982785274818561	1034126797292486658	917321944466427904
user_6086,light,0.764634105688638,5,3,2,955240965819658240	861395769907085312	958388692703260672	1046136685229092864	960310358236975104
user_6087,light,0.3329433564157697,5,1,4,1034068886021451776	1054828937417818114	840180596173373440	1051117874977415169	1047078023508287489
user_6088,light,0.916734024529503,1,0,1,1008698881478029312
user_6089,light,0.95,8,7,1,745641193745354752	936686884037808132	979788423316766721	1018557581114183680	910223612233310208	37147480722251776	1056230478523580417	1036661615486103552
user_6090,light,0.05467555871417523,7,0,7,605025770281398272	918088924727259136	909637383284543489	1024464702443859969	973205058820231170	978635004061409280	960683894801448960
user_6091,moderate,0.17105737024552328,11,1,10,1021270753382035457	963546951256911872	1037169277692985345	1019401652804169730	1011943855590166529	1036799985361330177	978164839674798080	1060962293180178433	377866598075617280	1020897439493050368	1034772567402446853
user_6092,light,0.8385599306641428,7,5,2,992054813373468672	994366445181128704	957000229940858880	966339990786592769	885242244328038400	1037458299455660032	1019334344828211201
user_6093,light,0.1308429685886756,6,0,6,1060543782490390530	927296916831969281	1028146230973493248	684215276938772481	1036639229198053377	977938254795288578
user_6094,light,0.19152208191526027,3,0,3,960660314747539458	989288453459316742	994666582352760832
user_6095,light,0.8354118565310124,7,5,2,992463634952470530	866728118572257281	1045075916869767179	887002333070143488	961603788456058880	406916706603638784	1037642614726643718
user_6096,moderate,0.09110819820184597,11,1,10,937370168522657792	839580778585440256	1037470011101773824	1013685296397979648	941414116652183558	820828321164460032	970155296579518464	955683784388763654	888092812134281217	579535123080695808	777564011592347648
user_6097,light,0.795032639194396,1,0,1,1057397144318025736
user_6098,light,0.17477138922068852,7,1,6,870399854706425856	1032297703433064448	901197664364228608	623068459732217856	1036634868267012096	986765387109986305	1061512989235269632
user_6099,light,0.9157286226665824,8,7,1,1062269320368177152	798356096641417216	864702626243514369	911953247052713984	956955673354473474	927831097840427008	874383914877452288	645195198989860864
user_6100,light,0.8315295793364215,3,2,1,868917572409769984	1019094533479587841	672746282767785984
user_6101,light,0.7647860263949962,4,3,1,926567945836355587	959013012546842629	1017185669326745601	959900467332571136
user_6102,light,0.7041536847929354,8,5,3,923189981627035648	686965757486444544	948393636215099393	960857953476603904	940686975530549249	802108366671622144	1037052414191431690	1035787821733347329
user_6103,light,0.7134185183756308,1,0,1,624344504896651264
user_6104,light,0.9242192954557927,9,8,1,382200095338266624	1004461950867263488	1022841964776120320	928704831350435840	865911817545154560	1017901442160627712	1020254735524401152	981120437835968512	55014800320765952
user_6105,light,0.07932678091092789,3,0,3,810921987300270081	214476840079855617	593329123252170753
user_6106,moderate,0.8755823181231988,11,9,2,1061556285714391040	1003838586444107776	1013951548349665283	917106892077391872	940947711230177280	915879707773632512	1008956486007918592	890573597818855425	901519749431144450	794900623040909313	1036771674778042368
user_6107,moderate,0.18130950525638298,18,3,15,981247183604166656	885966649412603904	1017022240578310144	911362223783731201	1030518640108625922	807052172835721216	870181167344963585	1037465256023474176	1036412557920292869	970243720028176385	940706107550396416	960586816264003584	996807688813137920	1060273652372070400	1019612148794679297	998462778141822976	1037441593710653441	11455510716878849
user_6108,light,0.8458242333466939,3,2,1,999657696264630273	894708827492372480	1053672696016502784
user_6109,light,0.8932405692482162,10,8,2,891735415690063872	932747905731002368	1014202376159309824	891946800906739712	756132990569164801	1070679270266040321	877049450040111105	1056684459750252544	57915752912666624	756366872551882752
user_6110,light,0.13505118322861426,3,0,3,939275546378334210	1059605163093229568	1035349824936271872
user_6111,moderate,0.13135199740738326,11,1,10,970469316377399296	1020314623696932869	958585252083130369	836834499463901184	700076702349795329	615325941624016896	1036755695545147392	1052737696597254144	1036737322564415488	1014522748788355072	1021270158877179904
user_6112,light,0.21763108133440356,1,0,1,1044096787802411008
user_6113,light,0.23730836282149037,9,2,7,928728714153689089	238307777515225089	1020368555727089665	1036730962669981696	934654073860771841	1052050768843427840	1054191469291020289	144233727264960512	1037446078759624704
user_6114,light,0.6853394993535257,3,2,1,886257121918103552	862408340319735808	780428729541505024
user_6115,light,0.6302315293872107,6,3,3,976489557326749702	687163481158750208	1019886078633787392	729170384583536640	1024396979441414145	1033022394833817606
user_6116,light,0.30653675968075367,2,0,2,876130277160038400	1053062187684511745
user_6117,moderate,0.8785956237506314,11,9,2,892096586389573633	1013480154293784578	1030574958651396096	1017019078849040391	855070685131046912	10031497616	961345327881056256	946482435235172352	913011606191312897	1037428331229196288	1033206098029735938
user_6118,light,0.6936700256493468,3,2,1,955574218007220224	993267065506156545	565280852238942208
user_6119,light,0.33423838682215457,10,3,7,1048012054249000961	1053996825018093574	970997680645210112	275635195720388608	1056627890786328577	863942308974276608	940208871561416704	881741474622263298	1036722606450323456	951580073605390336
user_6120,light,0.8738783787893811,5,4,1,1004376007451791361	879425965750763520	851275541650874369	913781351022841857	1023146388123779072
user_6121,light,0.18822049079350606,6,1,5,962060839854292994	1025932683946459136	989765421829009411	1004407770735632387	1036386807796121600	1034698050780979200
user_6122,light,0.11942694685146213,8,0,8,972321888138559488	940403160757219334	738067826435465216	1036810659147771904	976047136784531457	1060936776699731968	1036985245667606528	1037364716392394753
user_6123,light,0.3796949260064403,3,1,2,921575476426084352	1073343591907377152	1036794378210160640
user_6124,light,0.06488484197727845,8,0,8,1032520776782475267	688479599135608833	731205655025963008	1036267788040585216	994971936420544512	898584715254407169	1061142163579375616	995972972006531072
user_6125,moderate,0.8095178672588197,14,11,3,857802349376487424	954246960847835136	975058400370311169	911297101945987073	903260061467906048	936503454880665600	1018752021753548800	936810724705177600	985373151193219074	885148212272578562	959836586341957632	839779735647453184	914820576895754240	964324219705286657
user_6126,light,0.8050587236188895,3,2,1,902193229793292290	1020929898058313728	876447170391625729
user_6127,moderate,0.2545470196219843,12,3,9,905264454534868992	1063570859254841347	989957743695065088	1036738004591685633	1035323862106263552	1014695773957545984	919731138247168000	701065479553740800	1048221452422529024	429047038420865024	941029528024915968	426405898391941120
user_6128,moderate,0.10495445036624602,13,1,12,1013680015081394181	951414407627788288	881591305821757440	1037466117890088960	943091366330093568	1019444647037423617	1035670694212853766	732431806503378948	799126002173497345	136153667257647105	1043685554787950592	1036843670778138624	909061509665320960
user_6129,light,0.2448927655280367,3,0,3,900764948648923140	1037338534137552897	1059847123057938432
user_6130,light,0.8486692930646196,1,0,1,387495146444447744
user_6131,light,0.27612828517009397,9,2,7,902220549014691841	997332610719379461	1002172123840962560	1029702087003791360	399259022664429568	935332624247160832	1037160419281051649	225370199803707394	870306937853796352
user_6132,light,0.2678635596548145,4,1,3,938778150066147328	1036810134931087360	353644282621607936	1036745714477355008
user_6133,moderate,0.21305027167929258,15,3,12,862826435521593344	941119570189934592	1010959818092400640	831805384205676544	957152480948711424	1012405955995324417	1020893400328015873	801839983631876096	961053734607388672	1026644899737808897	1046921667799334913	594317020436496384	935383895633219584	1031900176389009409	965224853455364097
user_6134,light,0.0586616661401175,7,0,7,965940441714700288	871399267159621632	961462733865738240	633693105909202945	685969759129604097	1049114880190472193	962433108791451648
user_6135,light,0.0613698421703176,3,0,3,778584273183838208	1011192190544928768	14215604671
user_6136,light,0.7511875594969954,1,0,1,1032735665698562048
user_6137,moderate,0.7287673939575579,11,8,3,879578012315987968	1020888074107211782	933399017584807950	876261996618022913	999794760612069376	1022613804075630592	992146324865732609	862398990851166208	1034691424925741056	927390604316651525	1036750528812920833
user_6138,light,0.95,4,3,1,960199167829204993	917956020865064962	1020941723755741184	1035850822960250883
user_6139,light,0.7450253553905851,7,5,2,577643600542068736	1014592015496089600	956894041899257863	1005529283522113536	957126293455327232	743149641336766464	898027725646176256
user_6140,moderate,0.25727428453413403,11,2,9,953202923219144704	899637129587941376	1057375599742771200	1036276008574443521	938512723616391168	971827420469772288	1019077411168759808	694493136660402176	911192722651975681	334246747914244096	1035159787636498432
user_6141,light,0.8105503390571145,5,4,1,991279035450785797	1073607637609181184	709363256318566402	963146734212968448	1050067939104313344
user_6142,light,0.26341161565107424,7,1,6,954378667198689281	1059487836708179970	872271894694707201	1054644671601958912	922836003429273600	869948905965985792	1035747737197838337
user_6143,light,0.10079461850409875,7,0,7,890292552468905984	1017070950649614336	1037517581580738560	1022950200946634754	940300175041581056	997066968636289025	1045912097694117888
user_6144,light,0.6529874095951705,10,6,4,877110635368153089	686306743366758404	989487225590042624	989228389058908161	1003130446593474560	1021026849550479362	957045893915725824	1030441260740427776	978498081242144768	835850897116712960
user_6145,light,0.7924322616327576,10,7,3,1063957922462425088	946453106744848384	1021164240609193984	860153994219356160	999746175808032768	899729159433445376	1021175771853975552	1036337800243765248	1000211614140858368	818602647737499648
user_6146,light,0.6531569187298262,6,3,3,951226081436229632	969741204077367298	761426764409270272	1021024834086563841	1036741766186258438	1000531982412021767
user_6147,light,0.11233282491807849,7,0,7,1016940223949955072	817765028279554052	796974548868546562	1036303452291457024	1036633210493358080	365124320462249985	958806132549672965
user_6148,light,0.8074331253389989,5,4,1,874797902098567169	853757233745846277	1021767913957519360	897573187998720000	1036980148225040384
user_6149,light,0.9118857890193797,1,0,1,885310948638109696
user_6150,light,0.8242993379311285,8,6,2,959860118392328193	1057231277470838789	862449451205447680	933115453882351617	963681478969307140	855568492585791488	1001990723435196417	910233275414777857
user_6151,moderate,0.17416399237652386,15,2,13,923844930732281856	880136560582295552	964319385283383296	1036433733438644224	1037055991194505216	944436681670787072	531602594322337792	1001833748613222400	155066552138481664	863250524900143105	1053772021287542786	828638793771184128	1032240015819059210	1049510857074388992	1024516225425137664
user_6152,light,0.8052809046046281,3,2,1,1019927364300673026	870902690133540864	824421800620806144
user_6153,light,0.7318876412725203,3,2,1,1015945881525186560	315732375998984192	207485375508254720
user_6154,light,0.34496230180548904,3,1,2,965954535058485248	660315362177646592	604709874220572673
user_6155,moderate,0.6816428789930071,11,7,4,943719238849777665	923385967620141057	868895109164580864	865635745116979201	747105720269705216	1020696836246462464	950459050633854977	867200749620604928	1036769826776199168	934936070495535106	1006375426992660483
user_6156,light,0.061524726278286396,9,0,9,660495974410809344	722215499321503744	918578289513517059	660426849907027969	22205797184	1035294466003873792	601923566146203649	11974432780197888	100243599538663424
user_6157,light,0.34297296386591086,6,2,4,1004674390213255168	874754812935626755	1036679488426401792	674278720320966656	1036308290202947584	77235946214531072
user_6158,light,0.05,2,0,2,1014904048372338689	460853749360394241
user_6159,light,0.7581980334959202,7,5,2,1019694393719214080	605802055052034051	850695155619332096	977716716074516480	914116726836678657	950325367251918848	723999239198629888
user_6160,light,0.05,1,0,1,996134015798149121
user_6161,light,0.19015327486647995,8,1,7,985603556752396289	998952960141942784	862885838945996800	1037172679793696769	1031092422472810497	1054599250313691137	1021107823621623808	1000972906111881216
user_6162,moderate,0.314196195599609,11,3,8,850192455907635202	901272792787591168	835215907014213632	940591025596305413	845079340949929984	1037315273978785794	880844037246271488	934178368790114305	903310413194022912	1044316013695766528	888994558901616640
user_6163,light,0.2842165676191532,1,0,1,554626354793041922
user_6164,light,0.2128351489444562,1,0,1,1038835426138771456
user_6165,moderate,0.18561165771250918,14,2,12,1011941717694705664	892108952518918145	1054835501704843270	838129792176242697	935329365059162112	1036430619151089665	958441875693764609	1036812703057227776	849098323948703745	976919942300950533	872370342538489856	1013531975418892288	857182973472509952	1055002677803970560
user_6166,light,0.16628346020390342,4,0,4,1036723923537289217	306404479870308356	1037039395369570304	979913611819847680
user_6167,moderate,0.7318576063341814,12,8,4,1004890408416096256	1028511071315800064	891443252976418816	1021266740519452674	896166381372047362	865258320692641792	989630826060177408	865954494995087360	1036812882929967104	1014887680830726145	835816457082564609	966346550967521283
user_6168,light,0.8096577259105503,6,4,2,1021159607572443136	1034102411143438336	289207297849319424	919575862004944896	1054973035504111616	1020925686117257217
user_6169,light,0.9188589632515245,6,5,1,948979549349478400	1015993434144890885	882649066051481600	916516991137189888	885566949668790272	889274674085060608
user_6170,light,0.7448131312231816,9,6,3,859079284786319360	853677666062422016	888799830058745856	629296366095892481	862504570307526656	249412243584860160	1036581067220602880	1021462018723852288	984200682919088128
user_6171,light,0.6500226733004347,3,1,2,863892490109112320	1037090602461093888	1025028727569362944
user_6172,light,0.6990866301108247,8,5,3,1017141528446275584	987403789618393088	949259621239320577	1064674960189214720	982381179251904514	840091360426319872	1022492737914908672	1041764110478716929
user_6173,light,0.2631373888698366,5,1,4,1010588064211587072	704295121370484736	1046933306015670273	858585330148102144	1036618208206249985
user_6174,light,0.2190325837039216,1,0,1,690623449572634624
user_6175,light,0.25503456089703136,9,2,7,900041266569891840	909891797257560064	1044346197991981056	969239946598014978	1000986170866700288	855923215214030853	182191720912531456	765766380511760384	999796868338110464
user_6176,light,0.16623990307503814,6,0,6,856839767824191488	864198399612080129	919005008766541824	999431606103363585	992739728154939393	1036618366147092480
user_6177,light,0.7319409042419913,6,4,2,934949201523412994	948219421306376192	876211140040171521	967977408245608448	1036697583236706307	1023856245458055169
user_6178,light,0.7283673987768702,1,0,1,934576210918731777
user_6179,moderate,0.6593427406080038,14,9,5,982581123208314880	909859662048219137	1011453842209243137	1011574395633045504	909140144351039489	1015620660050178048	18383839789	869634593338609664	866304315064934400	971481490851852288	898625142179459072	1021452646740135937	1003657926018510849	589482570938601473
user_6180,moderate,0.7780670997972907,11,8,3,948450662911823872	987584043129692160	964962869014966273	1053028037288030208	1003634112077467648	959223189837701120	891395404884983808	859193032222101505	773538243572674565	950175080440647685	1053994314043281409
user_6181,moderate,0.7208716361183699,11,7,4,927699147246862336	862855006571044864	903601695032307712	859889480244748288	1013585395223851010	920352490108964867	852183415470383105	864156581935497216	1053660717948129280	1035179081074008064	1021011180897239040
user_6182,light,0.9237946551863968,5,4,1,249355543943192576	1013125944452812800	1015409414163947520	940369384119271424	1036636886142525441
user_6183,light,0.8837053445475223,1,0,1,1037474241187336194
user_6184,moderate,0.13958946122929483,16,2,14,989476705906507776	956961545120026627	277365654175248384	844650770330996736	1036655426891395072	934220522405187584	890273484571426821	457253574993395712	801141960014589953	989328043716964352	229168140825804801	958836829951848454	872153287428067328	1020152285710757889	1004445867464634368	929044878310432768
user_6185,light,0.10140455173063605,7,0,7,840351563680010241	862865261065519104	943696367029051394	829057658644725760	1020913443476566017	1019302230615306246	971171918522003457
user_6186,light,0.8905517035077708,3,2,1,944599453482323968	1021259487007657985	899702771665969156
user_6187,light,0.05,9,0,9,1036294708937543681	1020834849521831936	981141122222313472	1047206114021056517	1035665668174172160	225953362972131328	798977975295221760	270598468932886528	984794636827938821
user_6188,moderate,0.8018765081211976,12,9,3,860128379550519298	850341964771762178	858830005224128512	954389544467685376	889888569438986240	1021127672217391105	863644934074540033	1014247224858107906	110831184216465408	1037426304763736067	1046864020718927872	994050133426917376
user_6189,light,0.7771011696500205,7,5,2,1000899281186967553	705801425893240832	921626472871354368	909553534642774016	897572092509597697	1051776963160039424	839205324687015937
user_6190,moderate,0.777342723069091,12,9,3,922482261940887552	1021363000978989056	914692128625840128	1061380256626466816	983389279505272832	925549299890565120	940583059216371712	980903781486481408	968361611470786567	1016599440231104512	1073969275919106049	1012617431687290880
user_6191,moderate,0.3309513191301761,11,3,8,1021237838040399872	949121966283386880	872499928127332352	909081122587496449	487345554570371072	853433839493840896	1005829015670804486	997916695275671553	1024005049440034816	905402247118508032	901446448163811329
user_6192,light,0.6165800000354155,2,1,1,1021060143566475264	1021362397682884609
user_6193,light,0.18246650318704447,4,0,4,780653510903885824	945702603115122688	942975886504202240	552194217876148224
user_6194,moderate,0.21094994391673255,11,2,9,1069359476778680331	963490022170267648	807558006229450752	1055428251684876288	999506428262957056	867765987851902976	944337520254271488	882951531955453955	939818352230522881	980792216753987584	1040509225602973696
user_6195,light,0.23675612005772206,1,0,1,1036813180041940992
user_6196,light,0.3784816201281889,6,2,4,945828680722472960	1019587023299072002	1036086844415401984	1003736929534468096	876808389396922368	1037370848766771200
user_6197,light,0.21869178825829702,1,0,1,886370825452040192
user_6198,light,0.21993534557769923,5,1,4,1010622504422051840	973982784309018624	826564791602905088	229975939877044224	941761522551865345
user_6199,light,0.2449604758334119,6,1,5,867956251761688576	751157830305001473	785181078235389952	1034590462189989888	1031074917423480832	1034787771293073408
